tagWINDOWSTATION	68_32	0.135826020603
tagWINDOWSTATION	68_60	0.159481114079
tagWINDOWSTATION	0_4	0.0156428843953
tagWINDOWSTATION	68_64	0.0721098817245
_NOTIFICATION_PACKET	12_24	1.0
tagDESKTOP	0_12	0.116132422491
tagDESKTOP	0_16	0.0112979506043
tagDESKTOP	100_48	0.0344193378875
tagDESKTOP	100_60	0.0120861797162
tagDESKTOP	20_40	0.981607987388
tagDESKTOP	100_44	0.0754072517078
tagDESKTOP	100_56	0.022070415134
tagDESKTOP	100_64	0.0486074619023
tagDESKTOP	64_28	0.245664739884
tagDESKTOP	100_40	0.00026274303731
tagDESKTOP	100_52	0.0212821860221
tagDESKTOP	64_64	0.75197057278
tagDESKTOP	28_32	0.0170782974251
tagDESKTOP	20_4	0.0170782974251
tagDESKTOP	100_32	0.0310036784025
tagDESKTOP	100_36	0.00026274303731
tagDESKTOP	20_64	0.00131371518655
_FILE_OBJECT	92_8	0.615024929069
_FILE_OBJECT	16_4	0.0904670412914
_FILE_OBJECT	124_20	0.0687608462111
_FILE_OBJECT	124_64	0.036740765226
_FILE_OBJECT	28_24	0.16152590695
_FILE_OBJECT	124_24	0.0648155799796
_FILE_OBJECT	56_28	0.572242652122
_FILE_OBJECT	124_12	0.31636159546
_FILE_OBJECT	124_28	0.109498526293
_FILE_OBJECT	20_32	0.129100900752
_FILE_OBJECT	124_36	0.0587506542159
_FILE_OBJECT	124_16	0.153140924992
_FILE_OBJECT	8_4	0.176260915076
_FILE_OBJECT	24_28	0.473673663334
_FILE_OBJECT	56_44	0.327081783875
_FILE_OBJECT	112_4	0.0765921549183
_FILE_OBJECT	108_8	0.923407156433
_FILE_OBJECT	16_36	0.122922348015
_FILE_OBJECT	124_44	0.0971118089414
_FILE_OBJECT	8_64	0.0430859708564
_LDR_DATA_TABLE_ENTRY	80_40	0.0616202469049
_LDR_DATA_TABLE_ENTRY	80_56	0.0540612140372
_LDR_DATA_TABLE_ENTRY	12_4	0.0571696013846
_LDR_DATA_TABLE_ENTRY	44_4	0.984493385846
_LDR_DATA_TABLE_ENTRY	32_8	0.0828667808764
_LDR_DATA_TABLE_ENTRY	80_36	0.0450892778298
_LDR_DATA_TABLE_ENTRY	80_64	0.156585012628
_LDR_DATA_TABLE_ENTRY	80_52	0.0414333904382
_LDR_DATA_TABLE_ENTRY	52_64	0.343052930891
_LDR_DATA_TABLE_ENTRY	8_16	0.325638897229
_LDR_DATA_TABLE_ENTRY	52_16	0.0723053284117
_LDR_DATA_TABLE_ENTRY	8_32	0.0387135515092
_LDR_DATA_TABLE_ENTRY	80_48	0.17541194963
_LDR_DATA_TABLE_ENTRY	8_8	0.0387135515092
_LDR_DATA_TABLE_ENTRY	20_4	0.0919976687095
_LDR_DATA_TABLE_ENTRY	12_12	0.505095282669
_LDR_DATA_TABLE_ENTRY	52_8	0.035304922202
_LDR_DATA_TABLE_ENTRY	28_12	0.826230550502
_LDR_DATA_TABLE_ENTRY	72_4	0.0689320216881
_LDR_DATA_TABLE_ENTRY	52_24	0.546193108564
_OBJECT_SYMBOLIC_LINK	0_12	0.00615044307468
_OBJECT_SYMBOLIC_LINK	16_64	0.296340756127
_OBJECT_SYMBOLIC_LINK	16_60	0.0103451531541
_OBJECT_SYMBOLIC_LINK	16_16	0.303300468027
_OBJECT_SYMBOLIC_LINK	16_48	0.0382379520104
_OBJECT_SYMBOLIC_LINK	4_8	0.0496621302653
